Frame,CSRT,KCF,MIL,BOOSTING,MEDIANFLOW,MOSSE
0,0.8405335072800861,1.9822390209624503,1.9013756273975975,0.2565211166516005,1.026084466606402,,
1,0.2608797755091208,0.8674999926333221,2.1013285855691164,0.2608797755091208,1.0485258481254724,2.2392220562569918,
2,0.9294540415523255,0.5086338198493076,1.770241112040615,1.0109575447154706,,2.048677252466444,
3,0.8003560481702687,0.7173991464788765,2.0464745891562273,0.6134706576017339,,1.9883921740386687,
4,1.1426037096257629,0.8876986364637499,1.2644622355021466,1.0485678121908708,,1.9771465923016711,
5,0.8001205323917668,0.31419908264222,2.3498183271651425,1.089109279147242,1.948034312381764,1.319636147097324,
6,0.7098889684156788,0.39127536257792817,2.410946657554471,0.9725025009898537,2.08680193374895,1.3596720580251935,
7,0.44731288315968565,0.44731288315968565,2.6277182892549504,0.6184592707942096,2.0927562127189256,1.7135926438389766,
8,1.6314955008826173,1.0579984334676702,0.843025425423457,0.97918549000899,,1.691685952463658,
9,0.6736265411706693,1.1276008246634075,2.0517852708403237,0.8974839309789441,0.6630277983700875,2.255201649326815,
10,0.7183335092097364,0.9526946286675894,1.9514020202159665,0.9316025987816553,0.7798134054310553,2.249144934980041,
11,0.8022811398561177,0.9471419494112266,1.6999146674045829,1.2483257587196555,0.8069549138522154,2.199810125681233,
12,0.7106522919622132,1.070209506403162,1.6658093327634933,1.4213045839244265,0.6912066314624156,2.279728461702904,
13,1.114769056541934,0.69396670369115,1.9452133622591883,0.9616193097426089,0.16399562014483382,2.1319430618828394,
14,1.4972766337587495,0.6706311390157078,1.4698655463803232,1.3412622780314156,0.34035444958172506,1.8719494726994876,
15,1.3097868905127352,0.7394484449881776,1.40138719468245,1.40138719468245,0.20802180330741676,2.0096220377971146,
16,1.500628867670886,0.4290053700925381,1.2457740766658636,1.738428585321762,0.4311727813769519,1.8247611675396052,
17,1.1727345327190495,0.3772863014469011,1.4375432506666963,2.0054189087026892,0.7043368312569568,1.5537039301241464,
18,1.2927380883688504,0.525608094833581,1.32861937001526,2.083122352186068,0.4433552934576421,1.4797956887734804,
19,1.4916752686591437,0.8396594039013896,1.1984327968741946,1.2466585499746765,0.29814454513371125,2.0757365762431554,
20,0.6703714522697091,0.6017325314713536,1.2427390762511294,2.205152124187053,0.19997652783474734,1.939682267737715,
21,0.6291293720523781,0.6526573773267679,1.1997313454616363,2.1333970506162294,0.3411741908673412,2.1545997609980465,
22,0.8042675104690346,0.713375114699364,1.5107767184484862,1.7372478824671187,0.9399361955409176,1.6670253477178367,
23,0.5100691401926407,0.48123174411057634,1.3615234088798194,2.1408753124227378,0.15128037876442438,2.3408918412673363,
24,0.497467397288639,0.2066261008579543,1.4352039687767857,2.2165102291842143,0.9904278513487422,1.6798753515044267,
25,0.37937901995561507,0.546614676256618,1.0013534485388547,1.3177318246404233,1.6790898096536973,2.0233021605969057,
26,0.6094199479607236,0.6094199479607236,1.0988660602258082,1.244271682759348,1.5426745652513691,2.0814384381785853,
27,0.5105429728855135,0.6831386611808985,1.013950026737779,2.065358221723473,0.7028211538183755,2.19137646821183,
28,0.15707117313915878,0.29837731212033825,1.3183894723016971,2.041925250809064,1.4096502529739905,1.6410752166618603,
29,0.27166324243179685,0.2937470228493147,1.4226090343282087,1.9443912313554952,1.3046026622475073,1.7064021058256371,
30,0.5287407997604455,0.4916648874685607,0.9911702647491176,1.9749179334381084,1.018066007873484,2.0368973909411805,
31,0.26624449557393637,0.29605574357816394,1.4226141915271646,2.061429057131945,1.1936027789468515,1.7041859418888843,
32,0.30866561255196706,0.283250992096864,1.3041713984893448,1.9712034509665421,1.1871735985298824,1.841131448629616,
33,0.38114760410161236,0.09259674244918466,1.4595840647886136,1.913875314876001,1.2707348410525248,1.7052582684810664,
34,0.2747489118498949,0.2747489118498949,1.1925951909946568,1.816725061064634,1.274393588345823,1.989117158929673,
35,0.2332095426351567,0.2332095426351567,1.2190680295060285,1.7791635353649027,1.3099994903765988,1.9791647679941942,
36,0.22596292660219308,0.22596292660219308,1.3326742357802035,1.9092452329590497,1.3128424816595479,1.806235129335536,
37,0.3784218771506132,0.13617683185550428,1.2622455155546561,1.8813250059233515,1.4614037237156634,1.703879734114992,
38,0.34836635239668523,0.24479459730603334,1.3803857120038314,1.9466428515075382,1.4586806113779776,1.5911648824892168,
39,0.3810520497089219,0.2010959418836623,1.3200449594142416,1.9173655863888344,1.6220404144812515,1.5276261922056094,
40,0.41203697749082846,0.13170598864849317,1.4338743676813004,1.8998277562648447,1.6406599501715886,1.437860516393075,
41,0.4021192194549849,0.09482531795970744,1.3572685308163304,2.0118979576301927,1.491710305051072,1.5342243210971334,
42,0.319205355137976,0.12783645058709442,1.3876502235183268,2.0133798092554893,1.5035724304097036,1.5340374070451332,
43,0.31165911719930534,0.0,1.3263308829161067,2.174284425535255,1.510920444566814,1.478328995860743,
44,0.30407500607422083,0.30407500607422083,1.407322455314193,1.9137532897582403,1.6438103566714162,1.4844836134754769,
45,0.24174063679205307,0.09235948013719765,1.2165619601914697,2.0286714484265125,1.5343864615545775,1.593022961794236,
46,0.2758770277449876,0.2758770277449876,1.355211426265662,1.8379054540821393,1.4408826901338765,1.7248697635081451,
47,0.22107195584844994,0.22107195584844994,1.1733226971729007,2.0438247291281786,1.4045544787698014,1.7539019770674757,
48,0.3817368684905062,0.26376572238084134,1.2089005315206827,2.0581209550747945,1.543645052054524,1.5506182476590296,
49,0.5185619979893271,0.22426041183188436,1.26891204670678,1.8803106330526083,1.4746840208052945,1.6473529144583434,
50,0.3053962224650354,0.3053962224650354,1.0297902057563746,1.993006212260014,1.4281052292322878,1.7702750877799343,
51,0.2331490357529896,0.32290094228771454,1.0843479976145851,2.0088107834148357,1.5161490221050258,1.6759632908635642,
52,0.30337797368366437,0.43139109141576903,1.102847957319338,2.0395080055534462,1.5931980007243387,1.5706429449649484,
53,0.3161698721456315,0.3161698721456315,1.2127021827390936,1.890334463140121,1.6129998270936703,1.6288841493377493,
54,0.3696766117834411,0.3696766117834411,1.2245371590241056,2.0379355581246084,1.5350052532176828,1.56227466555697,
55,0.38777537958964253,0.3172049029379077,1.1367498145393489,2.0445498538865343,1.5106519778874583,1.5873617977276928,
56,0.5383963585677096,0.4367613894605481,0.9354756893101326,2.1004491760982944,1.4211226380009594,1.6504762562662645,
57,0.3930652007535981,0.4455649201416787,1.1383927758741852,1.8591903354277717,1.5435971337620922,1.6796000468438366,
58,0.4638045836975719,0.5720725594830824,0.9664830472393753,1.953179200515814,1.5149557994083,1.6415115932698678,
59,0.361752288937776,0.43430700589164467,0.8405757619743962,2.0097573991751356,1.5377044666044195,1.6849476202443,
60,0.3182410028863374,0.47275849105801,0.9841786815885766,1.99360558789297,1.41827547317403,1.7621787621811313,
61,0.562484333141541,0.3585141769906747,0.9728336179221924,2.024154337905546,1.434056707962699,1.6591758561078847,
62,0.33966443503826316,0.4372625215221803,1.2709826007874543,2.147967096876829,1.4504522114588296,1.5367138666458056,
63,0.4008994788125352,0.3155873086284954,1.3600227355656107,2.153050035140065,1.4851366647647652,1.472740773599645,
64,0.5471612350799466,0.5147674730920754,1.6187615602813528,1.8195273094528701,0.38781609050595234,2.4002965482670695,
65,0.28886997290672456,0.8204863885065635,1.7135225075718405,1.956928765595919,0.33076471584532147,1.9604041972649475,
66,0.25823109323442994,0.406524516544657,2.216368778202211,1.8393684053315829,0.6027413907199541,1.8076176526410128,
67,0.3556417962904156,0.4323999253564829,1.9400309636122912,1.8465441290846232,0.9639607593779381,1.8802290215350757,
68,1.1376619913266561,1.0908178657360734,2.205306282886714,0.9041279676492824,1.124667900383778,1.124667900383778,
69,1.9260213286532903,0.26502909193037477,2.1262718089722106,0.4478417853348743,2.105878713686579,0.26502909193037477,
70,0.4664880266210247,2.085446467428555,1.0450558407837136,0.6100228040428785,2.3579917741736165,0.476779049202602,
