Frame Number,BOOSTING: not overlapped: 7; failed: 0,CSRT: not overlapped: 6; failed: 0,KCF: not overlapped: 6; failed: 2,MEDIANFLOW: not overlapped: 1; failed: 62,MIL: not overlapped: 6; failed: 0,MOSSE: not overlapped: 8; failed: 22,TLD: not overlapped: 34; failed: 12
73,55.73149917,38.32753579,28.7923601,75.66372975,34.0147027,26.57066051,17.20465053
74,51.4781507,49.25444142,31.04834939,84.48076704,17.69180601,48.50773134,21.47091055
75,42.20189569,53.15072906,36.89173349,90.02777349,25.49509757,63.03173804,22.02271555
76,56.14267539,74.10802925,37.65634077,91.08786966,15.03329638,70.83078427,24.59674775
77,94,77,28.86173938,109.1650127,23.02172887,89.26925563,38.20994635
78,93.1933474,89.20201791,24.0208243,10.81665383,30.87069808,102.6109156,117.7115118
79,97.08243919,97.02061637,21.37755833,15.13274595,37.57658846,107.8702925,45.80392996
80,88.00568163,106.3813893,14.76482306,1000,49.47726751,118.3765179,80
81,68.68041933,89.27485648,18.86796226,33.61547263,79.101201,1000,110.6028933
82,64.76109943,89.08984229,21.54065923,37.33630941,87,10.63014581,111.4001795
83,49.979996,68.0661443,37.85498646,57.56735186,106.0188662,27.29468813,150.6950563
84,58.24946352,82.15229759,24.33105012,48.05205511,97.08243919,22.82542442,138.1050325
85,40.70626487,68.00735254,41.48493703,71.06335202,121.0660976,42.10700654,160.5521722
86,25.07987241,56.43580424,48.25971405,82.73451517,21.84032967,56.56854249,169.2837854
87,23.2594067,63.95310782,43.0464865,80.62257748,5.099019514,55.90169944,167.0568765
88,11.70469991,64.25729531,36.67424164,75.02666193,7.211102551,55.02726597,157.7846634
89,8.062257748,68.30812543,35.6931366,75.02666193,9.219544457,54.70831747,157.4357012
90,9.219544457,63.90618123,32.984845,72.02777242,9.848857802,52.49761899,156.2466
91,12.36931688,68.8839604,31,72.69112738,15.29705854,50.6359556,158.9370945
92,13.92838828,45.18849411,44.55333882,85.0940656,28.63564213,65.30696747,167.2154299
93,22.82542442,35.73513677,52.03844733,93.53608929,27.45906044,72.33947747,1000
94,4.472135955,58.52349955,33.37663854,74.24284477,14.4222051,54.34151268,52.17278984
95,21.63330765,42.95346319,42.04759208,86.83317338,26.01922366,65.12296062,61.29437168
96,25.05992817,41.23105626,41.01219331,86.83317338,26.40075756,64.12487817,59.36328832
97,19.10497317,42.15447782,41.43669871,85.37564055,33.24154028,62.51399843,56.61271942
98,25,32.89376841,45,87.96590248,34.05877273,62.07253821,78.74642849
99,28.17800561,35.6931366,41.19465985,84.72307832,36.05551275,57,68.02940541
100,28.8444102,33.37663854,41.77319715,84.40379138,36,55.14526272,70.09279564
101,23.70653918,38.07886553,33.24154028,72.56721023,22.20360331,44.01136217,60.41522987
102,18.60107524,39.45883931,28.16025568,67.91170739,12.52996409,39,56.5154846
103,18.24828759,37,30.59411708,66.48308055,18,39.62322551,41.23105626
104,19.84943324,40.44749683,28.86173938,65.80273551,15.26433752,35.22782991,47.88527958
105,17.88854382,36.68787266,28.28427125,63.95310782,12.16552506,34.13209633,40.81666326
106,7.071067812,46.5295605,16.03121954,50.96076922,1,19.02629759,39.81205847
107,16.55294536,43.0464865,16.55294536,51.07837116,12.36931688,17.4642492,76.69419796
108,5.830951895,51.41984053,11.66190379,37.48332963,17.11724277,12.08304597,85.07055895
109,27.89265136,63.28506933,11.18033989,37.48332963,23.60084744,9.848857802,102.2594739
110,14.03566885,62.20128616,2,31.30495168,18.97366596,3,91.00549434
111,18.02775638,65.06919394,6.403124237,32.75667871,13.03840481,0,125.3554945
112,23.08679276,65.00769185,5.656854249,34.40930107,7.810249676,3.605551275,89.19641248
113,14.03566885,53.15072906,6.403124237,39.56008089,6.708203932,13.41640786,12.04159458
114,11.40175425,54.12023651,11.18033989,35.90264614,7.071067812,12.80624847,12.08304597
115,34.71310992,35.22782991,20.02498439,54.7813837,11.40175425,25.17935662,22.02271555
116,31.82766093,43.93176527,10.44030651,41.23105626,2,10.04987562,287.7168747
117,35.0142828,45.17742799,7.071067812,42.72001873,16.03121954,9.433981132,55.31726674
118,31,42.57933771,6.08276253,34.53983208,28.63564213,1,73.24616031
119,55.08175742,51.2445119,9.486832981,1000,48.05205511,15.26433752,90.08884504
120,34.05877273,55.10898293,19.10497317,15.03329638,44.55333882,8.544003745,88.84255737
121,31.78049716,57.27128425,24.20743687,14.86606875,56.08921465,12.36931688,105.0190459
122,45.54119015,54.14794548,20.09975124,7.211102551,56,15.26433752,103.0970417
123,41.61730409,34.92849839,14.86606875,11.66190379,48.09365863,1.414213562,100.895986
124,59.03388857,42.44997055,17.69180601,12.36931688,56.08029957,4.123105626,104.7854952
125,58.25804665,40.31128874,23.2594067,9.848857802,58.03447251,13.34166406,111.9866063
126,24.20743687,35.17101079,27.20294102,13.60147051,55,11,113.7585162
127,31.82766093,34.23448554,30.88689042,14.2126704,66.48308055,20.39607805,112.4499889
128,38.01315562,31.78049716,34.13209633,17.02938637,84.02380615,29,115.7454103
129,59.81638571,23.08679276,32.01562119,14.31782106,77.00649323,32.14031736,113.0044247
130,63.82005954,18.68154169,31.2409987,15.65247584,71.02816343,39.20459157,230.2737501
131,65.51335742,13.45362405,30.8058436,22.36067977,65.49045732,42.20189569,7.211102551
132,64.89992296,10.29563014,31.40063694,28.63564213,76.65507159,53.60037313,6.403124237
133,84.62860037,6.708203932,25.49509757,26.41968963,67.0298441,55.90169944,237.4973684
134,166.355042,6.32455532,22.8035085,22.20360331,62.20128616,63.28506933,243.2632319
135,156.2369995,8.062257748,29.83286778,29.69848481,70.06425622,73.55270219,9
136,129.0968629,10.81665383,33.12099032,36.35931793,61.20457499,75.69015788,192.8004149
137,136.3084737,14.31782106,42.72001873,48.41487375,59.53990259,91.70605214,14.76482306
138,133.5440002,10,37.12142239,44.82186966,58.42088668,90.52071586,224.5172599
139,145.1654229,10,38.27531842,45.45327271,65.49045732,99.45853407,3.605551275
140,133.7946187,14,34.88552709,44.82186966,62.64982043,98.49365462,2
141,140.8012784,3.605551275,43.41658669,54.45181356,77.12976079,112.0892502,12.36931688
142,140.8012784,1.414213562,41.61730409,50.91168825,73.54590403,112.2942563,10.04987562
143,141.9894362,9.433981132,54.3783045,60.8276253,79.81227976,122.8006515,19.31320792
144,137.3826772,5,54.56189146,57.31491952,73.68174808,126.9212354,15.8113883
145,131.6738395,13.60147051,42.95346319,45.254834,57.72347876,129.4372435,13.89244399
146,134.465609,16.76305461,38.41874542,1000,65.76473219,144.8861622,204.599609
147,174.9571376,17.02938637,51,10.04987562,65.4599114,152.4106296,1000
148,12.16552506,24.69817807,55,14.86606875,76.24303247,166.8831927,33.52610923
149,25.8069758,31.78049716,75.80237463,34,90.82400564,182.6307751,12.16552506
150,41.43669871,41.23105626,84.81155582,43.18564576,100.2247474,199.9024762,19.84943324
151,52.92447449,71.58910532,89.05054744,45.254834,95.77055915,202.7634089,18.86796226
152,56.92099788,55.97320788,87.00574694,43.27817002,93.94147114,205.5480479,25.61249695
153,64.84597135,64.62197769,95.90099061,51.4003891,101.0742301,215.4158769,36.40054945
154,66.94027188,74.63243263,92.76313923,49.73932046,101.6366076,217.1013588,35.34119409
155,73.92563831,91.28526716,100.895986,56.85068161,89.81091248,221.4362211,42.80186912
156,73.8241153,88.41379983,96.8297475,52.40229003,82.00609733,220.2271555,57.27128425
157,71.69379332,85.0411665,100.4390362,1000,79.39773297,217.8623419,1000
158,74.30343195,84.86459804,101.2570985,4.123105626,77.98717843,221.0203611,4.123105626
159,71.61005516,72.83543094,101.2126474,5.830951895,77.1038261,216.3145857,5.830951895
160,76.02631123,77.15568676,102.0832993,5.099019514,82.80700453,221.081433,27.20294102
161,73.81734214,77.00649323,99.47864092,6.403124237,77.83315489,215.0581317,21.9317122
162,75.80237463,80.05623024,104.3072385,4.472135955,83.48652586,219.5358741,28.01785145
163,79.60527621,83.5463943,105.8017013,8.544003745,85.79627032,223.3651719,32.44996148
164,87.8179936,91.92388155,114.621115,15.65247584,89.14033879,231.2249986,35.84689666
165,80.8084154,88.23264702,112.3788236,13.03840481,86.68333173,221.7137795,21.54065923
166,68.11754546,75.29276194,99.74467404,11.18033989,69.83552105,207.7618829,12.80624847
167,55.47071299,60.53924347,85.90692638,1000,55.75840744,197.8004044,49.16299421
168,67.80117993,77.1038261,97.06183596,12.80624847,67.20119047,209.038274,12
169,64.81512169,74.88658091,92.66067127,50.80354318,61.40032573,208.434642,45.88027899
170,55.56977596,62.20128616,83.6480723,1000,54.67174773,202.0742438,31.30495168
171,58.79625838,69.97142274,88.76936408,9.433981132,58.18075283,198.6001007,49.36598019
172,53.07541804,66.21178143,86.33075929,14.4222051,52.39274759,192.2706426,50.96076922
173,52.0096145,70.00714249,89.84430978,18.60107524,52.81098371,191.3765921,47.4341649
174,56.0357029,68.30812543,91.98369421,21.40093456,58.82176468,189.6127633,47.42362281
175,48.41487375,62.96824597,84.89994111,18.02775638,52.81098371,187.2164523,53.14132102
176,46.40043103,61.68468205,82.71033793,17.2626765,51.623638,187.2111108,55.97320788
177,47.20169488,62.29767251,83.43260753,16.76305461,57.7754273,187.8403578,54.08326913
178,47.20169488,58.46366393,83.02409289,24.08318916,49.04079934,181.5158395,57.69748695
179,47.20169488,59.48108943,83.5463943,22.36067977,50,182.7840256,57.7754273
180,45.22167622,61.6116872,86.97700846,23.76972865,54.70831747,182.4965753,54.12023651
181,42.95346319,62.51399843,88.36288814,32.01562119,53.33854141,175.6843761,22.02271555
182,50.03998401,66.49060084,88.95504483,1000,56.75385449,147.5974255,61.09828148
183,52.15361924,68.68041933,88.81441324,1.414213562,58.24087911,142.2392351,61.09828148
184,38.05259518,48.09365863,68.18357573,25.61249695,32.14031736,147.3634962,58
185,40,50.15974482,70.11419257,22.20360331,36.05551275,143.2794472,59.46427499
186,42.04759208,53.33854141,70.06425622,19.41648784,40.01249805,140.2176879,73.97972695
187,44.18144407,57.87054518,74.02702209,16.64331698,38.05259518,139.0863041,106.7052014
188,49.64876635,61.81423784,76.00657866,11.66190379,40,138.3979769,34.525353
189,42.04759208,53.14132102,67.74215822,22.09072203,32.57299495,124.0644994,43.28972164
190,40.31128874,54.70831747,71.34423593,1000,30.08321791,126.6491216,42.01190308
191,33.95585369,47.67598976,69.02897942,16.55294536,31,134.714513,58.69412236
192,35.22782991,48.01041554,71.1758386,20.61552813,34.13209633,140.0892573,53.60037313
193,34.36568055,50.48762225,69.0651866,17.2626765,38.01315562,137.5681649,56.32051136
194,41.97618372,55.10898293,73.10950691,11.04536102,44.18144407,133.8992158,72.83543094
195,49.81967483,57.97413216,75.32595834,6,44.64302857,130.1729619,115.8317746
196,51.86520992,55.6596802,75.95393341,2.236067977,43.01162634,125,125.7179383
197,42.57933771,45.12205669,67.18630813,12.04159458,36.22154055,130.0807442,16.15549442
198,38.01315562,46.17358552,67,17.20465053,37.12142239,135.3403118,39.29376541
199,35.35533906,42.75511665,65.37583651,15.8113883,32.38826948,130.7287268,51.86520992
200,34.13209633,41.59326869,63.50590524,17.02938637,37.10795063,132.4424403,17.20465053
201,31.78049716,37.65634077,59.68249325,15.65247584,30.41381265,139.8320421,17.4642492
202,20.24845673,33.06055051,57.14017851,19.41648784,26,149.2816131,14.14213562
203,24.75883681,33.13608305,57.00877125,21.26029163,27.45906044,156.179384,11.40175425
204,18.38477631,22.82542442,45.17742799,35,14.86606875,161.523992,8.544003745
205,20.24845673,17.88854382,43.10452412,35.51056181,10.81665383,160.3776792,6.32455532
206,20.24845673,17.80449381,39.05124838,38.07886553,10.81665383,161.1986352,4.123105626
207,27.73084925,38.07886553,56.08921465,29.15475947,30.01666204,171.9767426,18.68154169
208,32.01562119,40.60788101,55.97320788,35.77708764,30.47950131,180.6017719,20
209,31.6227766,43.829214,63.56099433,28.46049894,34.17601498,177.7245059,24.35159132
210,39.05124838,45.607017,64.84597135,36.40054945,36.05551275,186.2713075,26.2488095
211,49.24428901,48.16637832,65.3911309,40.80441153,38.89730068,195.0205117,32.80243893
212,49.72926704,52.49761899,63.97655821,44.92215489,34.82814953,201.8142711,35.84689666
213,61.84658438,56.93856338,67.23094526,48.08326112,42.80186912,209.6187015,41.14608122
214,64.5368112,58.30951895,67.23094526,49.33558553,43.26661531,212.475881,43.08131846
215,71.84010022,70.43436661,81.0061726,44.28317965,54.4885309,223.0896681,53
216,88.76936408,84.72307832,86.82165628,47.16990566,53,245.9532476,109.808925
217,103.3682737,101.8331969,98.38699101,37.36308338,73.00684899,1000,511.3403954
218,112.4010676,111.0180166,101.9803903,1000,68.59300256,4.472135955,29.61418579
219,117.5457358,3.16227766,102.5524256,2.236067977,72.277244,11.70469991,53.07541804
220,126.6491216,4,105.1903037,5,77.49193506,19.31320792,50.93132631
221,11.04536102,21.02379604,112.8716085,19.6977156,86.81589716,35.73513677,67.36467917
222,22.84731932,25.17935662,104.8618138,24.08318916,78.89233169,42.04759208,78.05767099
223,33.06055051,42.29657197,111.8257573,34.0147027,86.53323061,53.46026562,74.33034374
224,41.30375286,49.03060269,116.5160933,1000,94.03190948,61.39218191,71.19691005
225,37.10795063,63.90618123,116.6061748,9.486832981,103.1746093,61.98386887,66.18912297
226,61.13100686,77.20103626,133.4166406,12.04159458,123.1097072,89.56003573,50.03998401
227,59.61543424,71.86793444,130.6024502,1000,112.8937554,93.9840412,88.81441324
228,57.72347876,82.56512581,116.8246549,12.72792206,99.12618221,95.07891459,104.019229
229,31.01612484,61.13100686,104.1393297,22.84731932,67.62396025,95.63472173,115.0043477
230,28.7923601,70.00714249,96.20810777,29.27456234,60.10823571,101.0049504,105.0761629
231,32.24903099,68.26419266,97.08243919,1000,65.76473219,106.0047169,102.0049018
232,43.46262762,78.23042886,90.97252332,15.62049935,66.4003012,110.6526095,111.1620439
233,26.40075756,87.78382539,93.49331527,25.70992026,74.02702209,114.437756,109.4577544
234,58.30951895,87.66413178,103.4649699,43.18564576,101.5480182,121.0165278,104.5466403
235,43.93176527,94.9368211,114.6123903,68.35934464,132.3782459,133,106.4377752
236,66.48308055,97.52948272,111.8257573,1000,140.388746,1000,190.2130385
237,54.08326913,89.1571646,101.5972441,1000,153.1143364,1000,52.46903849
238,46.69047012,33.01514804,99.32270637,1000,162.3884232,1000,42.04759208
239,39.39543121,25.07987241,76.85050423,1000,161.9660458,1000,85.58621384
240,63,17.2626765,76.6093989,1000,178.0112356,1000,39.39543121
241,83.81527307,43.10452412,79.0569415,1000,192.2628409,1000,55.02726597
242,88.86506625,22.02271555,1000,1000,183.3575742,1000,34.525353
243,238.9079321,14.86606875,10,1000,174.183811,1000,663.4643924
244,5.385164807,20.51828453,19.41648784,21.1896201,153.4470593,1000,208.4034549
245,23.2594067,40,20,1000,162.4838454,1000,211.1160818
246,26.83281573,79.88116173,18.43908891,1000,182.2580588,1000,243.7580768
247,29.54657341,80.13114251,1000,1000,179.1089054,1000,448.3681523
248,24.41311123,89.47066558,10,1000,180.3607496,1000,1000
249,21.26029163,1.414213562,10,4.472135955,180.3607496,1000,809.7061195
250,15.13274595,11.04536102,8.246211251,1000,180.9530326,8.94427191,1000
251,87.93179175,13.03840481,6,3,180.2775638,10.63014581,29.68164416
252,89.26925563,14.14213562,10,8.485281374,187.5446613,10.29563014,26
253,72.83543094,19.6468827,17.80449381,13.41640786,192.1691963,2,34.525353
254,79.07591289,13.92838828,13.89244399,14.03566885,190.1578292,3,34.13209633
255,80.52328856,3,12.16552506,4.472135955,183.6572895,13.03840481,62.96824597
256,75.95393341,9.848857802,14.4222051,9,189.9078724,10.19803903,61.03277808
257,67.23094526,12.16552506,30,17.72004515,186.5931403,23.85372088,39.05124838
258,64.07807737,12.08304597,30.8058436,17.11724277,178.8854382,30.46309242,43.13930922
259,71.84705979,14.4222051,32.75667871,19.72308292,185.6071119,40.80441153,86.33075929
260,68.41052551,88.02272434,36.05551275,23.85372088,165.5596569,46.17358552,68.26419266
261,75.00666637,13.15294644,41.72529209,1000,161.8054387,57.72347876,80.77747211
262,71.42128534,9.055385138,40,6.08276253,170.8361788,54.12023651,74.33034374
263,79.20227269,22.09072203,51.623638,6.32455532,159.8405455,67.68308504,112.0892502
264,73.55270219,21.84032967,50.32891813,1000,164.5752108,65,106.3202709
265,61.61980201,3.16227766,40.16217126,1000,184.6997564,49.24428901,75.23961722
266,64.35060217,9.433981132,42.72001873,5.385164807,179.7470445,53.71219601,75.23961722
267,25.49509757,11.70469991,42.10700654,1000,200.5642042,47.16990566,52.15361924
268,22.36067977,15.55634919,45.12205669,1000,213.7124236,41.10960958,42.10700654
269,24.18677324,27.31300057,51.4781507,1000,226.3846285,38.01315562,48.83646179
270,27.65863337,16.15549442,41.62931659,12.20655562,222.6117697,43.01162634,48.37354649
271,34.6554469,6.32455532,39,1000,225.0088887,50.47771786,129.1394595
272,36.79673899,10.63014581,37.64306045,4.123105626,220.0545387,57.14017851,1000
273,49.33558553,5.099019514,23.08679276,8.062257748,218.3323155,62.96824597,42.19004622
274,47.12748667,12.64911064,18.60107524,10.63014581,229.9239005,61.68468205,52.49761899
275,57.56735186,18.43908891,18.38477631,14.86606875,230.7076072,69.26037828,74.04052944
276,52.32590181,7.280109889,26.87005769,6.403124237,244.5914962,60.92618485,73.76313442
277,38.48376281,5.385164807,31.78049716,1000,262.1945842,49.04079934,45.54119015
278,35.84689666,7.071067812,38.07886553,7.615773106,267.2901046,49.1934955,50.69516742
279,28.3019434,10.44030651,48.75448697,1000,278.8870739,47.16990566,49.03060269
280,26.90724809,19.31320792,57.93962375,6.403124237,36.22154055,44.82186966,50.15974482
281,29.06888371,15.29705854,67.36467917,20.61552813,45.39823785,30.8058436,39.62322551
282,22.56102835,25.07987241,79.30952024,1000,59,27.01851217,41.59326869
283,33.83784863,34.17601498,10.77032961,8.602325267,62.51399843,32.24903099,41.23105626
284,29.41088234,25.05992817,12,1000,62.20128616,34.82814953,39.8246155
285,21.9544984,19.84943324,8.485281374,5.830951895,55.00909016,37.01351105,34.20526275
286,30.23243292,23.32380758,13.41640786,1.414213562,57.00877125,37.53664876,43.96589587
287,21.9317122,17.88854382,14.4222051,3.16227766,57.03507693,41.40048309,59.03388857
288,27.58622845,16.97056275,10,4,54.00925847,47.4341649,48.05205511
289,23.76972865,16.2788206,20.61552813,13.60147051,49.49747468,45.54119015,47.01063709
290,28.65309756,13,18.97366596,8.246211251,50.80354318,48.46648326,48.25971405
291,35.35533906,10.04987562,18.11077028,7.810249676,47.51841748,52,56.82429058
292,39.66106403,17,15.23154621,4.242640687,53.15072906,49.64876635,61.84658438
293,48.02082881,12.20655562,16.4924225,8.246211251,49.25444142,54.56189146,57.27128425
294,68.68041933,17.11724277,21.63330765,2.828427125,55.08175742,51.4781507,438.946466
295,29.06888371,11.40175425,31.6227766,7.280109889,55.4436651,47.42362281,332.8453094
296,39.66106403,14.03566885,31.2409987,7.211102551,53.15072906,46.5188134,281.300551
297,33.9705755,23.19482701,39.69886648,13.92838828,61.13100686,39.11521443,11.18033989
298,39.66106403,16.4924225,41.03656906,13,53.23532662,41.67733197,8.246211251
299,32.64965543,11.18033989,45.607017,1000,62.07253821,41.67733197,1000
300,39.8246155,18,42.52058325,2.236067977,54.03702434,42.54409477,51.73973328
301,46.40043103,9.219544457,35.38361203,7.280109889,47.04253395,48.75448697,30.41381265
302,48.01041554,7.071067812,35.60898763,1000,38.05259518,53.31041174,40.31128874
303,56.30275304,13.89244399,38.20994635,12.16552506,45.01110974,48.75448697,50.92150823
304,46.5295605,17.2626765,45.3431362,20.61552813,46.81879964,44.59820624,105.6882207
305,43.38202393,8.062257748,48.16637832,17.4642492,36.12478374,45.54119015,135.1628647
306,41.59326869,8.246211251,45.3431362,18.43908891,39.45883931,47.4341649,130.0153837
307,35.35533906,12.04159458,49.51767361,26.47640459,41.19465985,44.27188724,141.876707
308,25.55386468,17,58.82176468,34.525353,52.15361924,36.76955262,153.8830725
309,30.61045573,28.0713377,66.24198065,41.19465985,58.03447251,32.24903099,170.0117643
310,29.41088234,24.18677324,70.71067812,42.19004622,56.0357029,31.76476035,174.0028735
311,28.31960452,30.2654919,72.47068373,45.17742799,58.03447251,31.76476035,178.002809
312,27.45906044,22.02271555,73.34848328,45.04442252,56,34.88552709,181.0110494
313,31.144823,29.15475947,73.34848328,43.10452412,54.00925847,38.07886553,166.3069451
314,30.47950131,33.24154028,76.02631123,43.10452412,48.25971405,40.49691346,190.0421006
315,32.01562119,18.35755975,74.43117626,39.20459157,46.5295605,43.01162634,192.7615107
316,31.90611227,20.24845673,71.61005516,36.34556369,47.07440918,45.607017,194.7434209
317,32.20248438,23.34523506,70,36.34556369,48.50773134,45.35416188,172.0261608
318,31.90611227,17.02938637,68.41052551,36.34556369,51.623638,45.12205669,176.0255663
319,30.23243292,22.627417,77.66595136,45.39823785,51.92301994,41.97618372,234.3373636
320,30.41381265,22.627417,79.32212806,43.56604182,53.36665626,43.73785546,389.3070767
321,29.15475947,22.8035085,79.92496481,41.77319715,56.08921465,45.70557953,2.236067977
322,32.20248438,18.60107524,87.8179936,47.67598976,60.87692502,41.59326869,7.071067812
323,34.0147027,17.49285568,94.84724561,1000,63.34824386,39.62322551,1000
