Frame Number,Distance
1,41.86884283091664
2,43.829214001622255
3,48.02082881417188
4,51.478150704935004
5,41.48493702538308
6,58.137767414994535
7,631.6660510111336
8,652.4852488754057
9,664.9751875070227
10,677.8532289515186
11,660.0189391222043
12,689.5687057864502
13,13.92838827718412
14,13.601470508735444
15,19.849433241279208
16,21.400934559032695
17,19.849433241279208
18,18.35755975068582
19,16.64331697709324
20,12.041594578792296
21,10.04987562112089
22,14.142135623730951
23,17.0
24,14.7648230602334
25,21.2602916254693
26,10.770329614269007
27,29.068883707497267
28,20.615528128088304
29,31.25699921617557
30,48.08326112068523
31,41.036569057366385
32,43.139309220245984
33,38.18376618407357
34,53.41348144429457
35,36.0
36,42.20189569201838
37,39.44616584663204
38,47.01063709417264
39,38.948684188300895
40,43.139309220245984
41,36.71511950137164
42,27.892651361962706
43,59.20304046246274
44,54.91812087098393
45,72.44308110509934
46,15.811388300841896
47,20.248456731316587
48,17.88854381999832
49,11.180339887498949
50,16.278820596099706
51,9.219544457292887
52,9.433981132056603
53,8.06225774829855
54,13.341664064126334
55,18.439088914585774
56,13.038404810405298
57,16.15549442140351
58,19.313207915827967
59,19.235384061671343
60,19.6468827043885
61,23.021728866442675
62,22.135943621178654
63,21.0
64,28.0178514522438
65,27.073972741361768
66,27.018512172212592
67,19.235384061671343
68,29.832867780352597
69,34.0
70,37.0
71,32.14031735997639
72,29.410882339705484
73,17.204650534085253
74,21.470910553583888
75,22.02271554554524
76,24.596747752497688
77,38.2099463490856
78,117.71151175649729
79,45.803929962395145
80,80.0
81,110.60289327137876
82,111.40017953306898
83,150.6950563223625
84,138.10503249338888
85,160.55217220579732
86,169.28378540191025
87,167.05687654209268
88,157.78466338652817
89,157.4357011608231
90,156.24659996300718
91,158.93709447451215
92,167.2154299100415
93,0
94,52.172789842982326
95,61.29437168288782
96,59.36328831862332
97,56.61271941887264
98,78.74642849044012
99,68.0294054067798
100,70.09279563550022
101,60.41522986797286
102,56.515484603779164
103,41.23105625617661
104,47.885279575251516
105,40.8166632639171
106,39.81205847478876
107,76.69419795525604
108,85.07055894961546
109,102.25947388873072
110,91.00549433962765
111,125.35549449465708
112,89.19641248391103
113,12.041594578792296
114,12.083045973594572
115,22.02271554554524
116,287.7168747223562
117,55.31726674375732
118,73.24616030891995
119,90.08884503644167
120,88.84255736976509
121,105.01904589168576
122,103.0970416646375
123,100.89598604503551
124,104.78549517943789
125,111.9866063420086
126,113.75851616472501
127,112.44998888394787
128,115.74541027617467
129,113.00442469213318
130,230.27375013231534
131,7.211102550927978
132,6.4031242374328485
133,237.49736840647307
134,243.26323191144198
135,9.0
136,192.80041493731284
137,14.7648230602334
138,224.51725991557976
139,3.605551275463989
140,2.0
141,12.36931687685298
142,10.04987562112089
143,19.313207915827967
144,15.811388300841896
145,13.892443989449804
146,204.59960899278374
147,0
148,33.52610922848042
149,12.165525060596439
150,19.849433241279208
151,18.867962264113206
152,25.612496949731394
153,36.40054944640259
154,35.34119409414458
155,42.80186911806539
156,57.271284253105414
157,0
158,4.123105625617661
159,5.830951894845301
160,27.202941017470888
161,21.93171219946131
162,28.0178514522438
163,32.449961479175904
164,35.84689665786984
165,21.540659228538015
166,12.806248474865697
167,49.16299421312742
168,12.0
169,45.880278987817846
170,31.304951684997057
171,49.36598018878993
172,50.96076922496363
173,47.43416490252569
174,47.4236228055175
175,53.14132102234569
176,55.97320787662612
177,54.08326913195984
178,57.697486947006624
179,57.77542730261716
180,54.120236510939236
181,22.02271554554524
182,61.09828148156051
183,61.09828148156051
184,58.0
185,59.464274989274024
186,73.97972695272672
187,106.70520137275409
188,34.52535300326414
189,43.289721643826724
190,42.01190307520001
191,58.69412236331676
192,53.600373133029585
193,56.32051136131489
194,72.83543093852057
195,115.83177456984762
196,125.7179382586272
197,16.15549442140351
198,39.293765408777
199,51.86520991955976
200,17.204650534085253
201,17.46424919657298
202,14.142135623730951
203,11.40175425099138
204,8.54400374531753
205,6.324555320336759
206,4.123105625617661
207,18.681541692269406
208,20.0
209,24.351591323771842
210,26.248809496813376
211,32.802438933713454
212,35.84689665786984
213,41.14608122288197
214,43.08131845707603
215,53.0
216,109.80892495603443
217,511.34039543145815
218,29.614185789921695
219,53.075418038862395
220,50.93132631298737
221,67.36467917239716
222,78.05767098754612
223,74.33034373659252
224,71.19691004531025
225,66.18912297349165
226,50.039984012787215
227,88.81441324469807
228,104.01922899156675
229,115.00434774390054
230,105.07616285342742
231,102.00490184299969
232,111.16204388189342
233,109.45775440780794
234,104.546640309481
235,106.4377752492037
236,190.21303845951255
237,52.46903848937962
238,42.04759208325728
239,85.58621384311844
240,39.395431207184416
241,55.02726596879042
242,34.52535300326414
243,663.4643924130368
244,208.4034548657963
245,211.11608181282637
246,243.7580767892625
247,448.36815230343916
248,0
249,809.7061195273258
250,0
251,29.68164415931166
252,26.0
253,34.52535300326414
254,34.132096331752024
255,62.96824596572466
256,61.032778078668514
257,39.05124837953327
258,43.139309220245984
259,86.33075929238663
260,68.26419266350405
261,80.77747210701756
262,74.33034373659252
263,112.08925015361643
264,106.3202708800161
265,75.23961722390672
266,75.23961722390672
267,52.15361924162119
268,42.1070065428546
269,48.83646178829912
270,48.373546489791295
271,129.1394595001853
272,0
273,42.190046219457976
274,52.49761899362675
275,74.04052944165107
276,73.76313442364011
277,45.5411901469428
278,50.695167422546305
279,49.03060268852505
280,50.15974481593781
281,39.6232255123179
282,41.593268686170845
283,41.23105625617661
284,39.824615503479755
285,34.20526275297414
286,43.965895873961216
287,59.033888572581766
288,48.05205510693585
289,47.01063709417264
290,48.25971404805462
291,56.824290580701486
292,61.84658438426491
293,57.271284253105414
294,438.946465984179
295,332.8453094156503
296,281.30055101261354
297,11.180339887498949
298,8.246211251235321
299,0
300,51.73973328110612
301,30.4138126514911
302,40.311288741492746
303,50.92150822589606
304,105.6882207249228
305,135.1628647225265
306,130.01538370516005
307,141.8767070381886
308,153.88307249337075
309,170.01176429882727
310,174.0028735394907
311,178.0028089666003
312,181.01104938649465
313,166.30694513459142
314,190.04210059878838
315,192.7615106809448
316,194.74342094150447
317,172.02616080119907
318,176.02556632489498
319,234.33736364481018
320,389.30707674020005
321,2.23606797749979
322,7.0710678118654755
323,0
324,103.46496991735899
325,30.4138126514911
326,32.38826948140329
327,65.43699259593154
328,44.721359549995796
329,142.30249470757707
330,121.8400590938793
331,110.67971810589327
332,103.46496991735899
333,95.0789145920377
334,92.30926280715278
335,84.09518416651456
336,80.95060222135473
337,80.52949770115296
338,76.66159403508382
339,72.71863585079137
340,119.01680553602503
341,2.23606797749979
342,5.385164807134504
343,19.026297590440446
344,25.019992006393608
345,20.223748416156685
346,0
347,76.48529270389177
348,14.866068747318506
349,27.51363298439521
350,29.68164415931166
351,61.220911460055866
352,38.05259518088089
353,39.20459156782532
354,38.63935817272331
355,13.92838827718412
356,13.92838827718412
357,16.1245154965971
358,24.839484696748443
359,30.479501308256342
360,130.8166656049603
361,15.264337522473747
362,0
363,57.21887800367987
364,65.06919393998976
365,77.3692445355388
366,37.12142238654117
367,31.144823004794873
368,64.03124237432849
369,44.204072210600685
370,47.50789408087881
371,51.0
372,43.829214001622255
373,45.880278987817846
374,42.720018726587654
375,40.311288741492746
376,38.600518131237564
377,86.1278120005379
378,80.23091673413684
