Frame Number,BOOSTING: not overlapped: 15; failed: 0,CSRT: not overlapped: 12; failed: 1,KCF: not overlapped: 11; failed: 2,MEDIANFLOW: not overlapped: 4; failed: 62,MIL: not overlapped: 11; failed: 0,MOSSE: not overlapped: 16; failed: 29,TLD: not overlapped: 50; failed: 19
41,66.03786792,57.93962375,29.69848481,57.72347876,22.20360331,24.69817807,35.73513677
42,54.08326913,43.65775991,37.12142239,43.93176527,27.73084925,15.29705854,39.01281841
43,70.66116331,61.40032573,22.8035085,62.96824597,17.20465053,28.01785145,17.2626765
44,66.18912297,55.78530272,25.8069758,56.71860365,20.61552813,23.43074903,12.36931688
45,68.9637586,60.40695324,24.75883681,60.41522987,20.61552813,28.31960452,15
46,54.91812087,44.94441011,35.34119409,45.89117562,29.54657341,15.65247584,4.123105626
47,48.82622246,38.62641583,39.56008089,42.42640687,33.52610923,12.16552506,5.830951895
48,58.52349955,49.36598019,21.58703314,54.03702434,19.6468827,16.76305461,17.20465053
49,64.63745044,52.32590181,31.89043744,54.12023651,30.41381265,26.07680962,8.544003745
50,56.35601121,45.12205669,28.23118843,50.08991915,24.51530134,15.62049935,10.63014581
51,60.90155991,50.59644256,26.07680962,56.56854249,19.72308292,21.9317122,11.70469991
52,61.77378085,52.20153254,26.2488095,55.57877293,22.20360331,22.627417,11.18033989
53,76.05918748,67.44627492,17.08800749,70.57619995,14.14213562,34.4818793,25.01999201
54,82.46211251,72.53275122,17,72.69112738,15.5241747,40.24922359,31.01612484
55,2.236067977,72.53275122,19,78.63841301,16.1245155,40.24922359,33
56,9.486832981,65.73431372,13.92838828,71.34423593,12.08304597,32.20248438,26.30589288
57,2,68.65857558,16.03121954,76.53103945,11,36.24913792,31.06444913
58,1.414213562,69.85699679,15.03329638,76.4198927,11.04536102,36.24913792,31.06444913
59,4.242640687,70.60453243,18.11077028,75.95393341,15,37.58989226,30.01666204
60,4,71.30918594,16,76.79192666,16,38.01315562,31.01612484
61,4.472135955,74.33034374,20.02498439,80.23091673,21.84032967,44.29446918,34.13209633
62,13.34166406,75.23961722,31.01612484,10.19803903,27.16615541,49.81967483,20
63,6.08276253,72.73238618,24.08318916,3.605551275,22,48.54894438,22.47220505
64,9.899494937,82.56512581,24.04163056,7.211102551,25.96150997,57.30619513,29.61418579
65,20.61552813,2.236067977,24.33105012,7.810249676,26.68332813,58.30951895,45.54119015
66,14.14213562,4.123105626,21.09502311,4.472135955,23.34523506,57.30619513,93.26306879
67,20.1246118,11.04536102,23.76972865,7.810249676,27.89265136,53.60037313,9.848857802
68,10.19803903,9.433981132,15.13274595,5.385164807,19.41648784,58.6003413,4.123105626
69,16.03121954,3.16227766,21.84032967,10.77032961,27.85677655,67.53517602,5.385164807
70,16.4924225,4.472135955,21.47091055,15.8113883,31.76476035,72.44998275,9.219544457
71,16.1245155,13.89244399,16.03121954,6.32455532,23.34523506,66.64082833,4.242640687
72,19.10497317,20.80865205,10.19803903,4.472135955,17.11724277,68.00735254,9.219544457
73,39.29376541,39,25.70992026,16.76305461,17.20465053,64.19501538,28.28427125
74,38.01315562,55.22680509,28.63564213,13.92838828,15.8113883,84.72307832,29.83286778
75,32.24903099,70.45565982,33.12099032,13.41640786,30.46309242,23.43074903,35.22782991
76,91.78779875,78.23042886,35.12833614,11.66190379,24.41311123,103.4842983,56.63920903
77,15.13274595,97.08243919,26.47640459,6.708203932,36.40054945,1000,42.95346319
78,22.8035085,8.062257748,22.20360331,17.80449381,36.87817783,15.5241747,60.03332408
79,30,7.071067812,19.10497317,22.13594362,47.29693436,21,158.67577
80,40.19950248,12,12.08304597,24.51530134,72.18032973,32.06243908,56.43580424
81,70.21395873,44.27188724,21.63330765,57.5847202,104.938077,63.56099433,90.91754506
82,75.80237463,47.12748667,24.16609195,62.64183905,6.32455532,69.05070601,46.23851209
83,95.70788891,69.63476143,40.26164428,82.96987405,25,89.26925563,65.1459899
84,11.40175425,58.54912467,28.63564213,12.52996409,17.49285568,1000,65.19202405
85,21,79.906195,45.88027899,11.18033989,36.01388621,1000,74.24957912
86,29.83286778,92.34717104,52.46903849,25.3179778,48.37354649,1000,65.73431372
87,32.984845,6.32455532,47.16990566,20.88061302,44.14748011,1000,68.50547423
88,29.20616373,15.62049935,40.31128874,20,44.77722635,13.92838828,75
89,29.83286778,18.02775638,39.3192065,17.80449381,43.46262762,13,76.02631123
90,30,20.80865205,36.22154055,15.62049935,38.01315562,12.64911064,214.1144554
91,24.16609195,17.72004515,35.05709629,12.16552506,36.67424164,6.403124237,8.062257748
92,37.16180835,15.23154621,48.25971405,27.89265136,48.76474136,21.9317122,14.31782106
93,40.26164428,12,54,1000,59.41380311,28.16025568,23.76972865
94,20.80865205,26.87005769,35.12833614,19.41648784,39.84971769,12.80624847,5.656854249
95,32.38826948,13.60147051,44.18144407,8.062257748,53.46026562,24,16.40121947
96,35.12833614,14.31782106,43.01162634,6.708203932,54.00925847,26.01922366,18.60107524
97,42.75511665,16.4924225,43.18564576,8.062257748,59.30430001,24.51530134,15.65247584
98,41.19465985,16.2788206,45.04442252,7.211102551,60,24,19.20937271
99,71.0070419,17.69180601,41.43669871,12.20655562,63.03173804,20.22374842,18.02775638
100,108.6646217,13,42.20189569,13.45362405,67.26812024,18.97366596,20.1246118
101,11.18033989,18.35755975,33.54101966,20.61552813,40.01249805,8.062257748,13
102,10.19803903,19.10497317,28.44292531,23.53720459,38.11823711,3.16227766,14.86606875
103,11.18033989,29.83286778,30.2654919,20.02498439,47.38143096,7.615773106,8.602325267
104,4,11,29.41088234,24.69817807,39.45883931,4.123105626,19.6977156
105,5.099019514,22.02271555,28.0713377,23.02172887,41.01219331,4.123105626,13.03840481
106,3,22.47220505,16.2788206,35.12833614,30.01666204,16.1245155,24.41311123
107,6.403124237,7.071067812,17.49285568,37.85498646,23.19482701,18.24828759,27.01851217
108,12.80624847,34.82814953,10,43.28972164,26,32.31098884,28.63564213
109,31.01612484,37.48332963,13,54.12023651,19.41648784,39.81205847,46.04345773
110,21.02379604,39.81205847,2.828427125,49.09175083,20.02498439,36.22154055,37.69615365
111,22.56102835,37,7.810249676,50.35871325,18.24828759,35.0142828,39.39543121
112,28.63564213,32.01562119,7.211102551,50.6359556,21.1896201,33.06055051,40.24922359
113,11.3137085,24.04163056,5.385164807,39,31.06444913,24.04163056,26.57066051
114,16.2788206,26.17250466,11.18033989,43.18564576,22.36067977,29.15475947,29.83286778
115,10.04987562,8.485281374,20.02498439,27.89265136,42.95346319,10.19803903,23.43074903
116,4.242640687,10.77032961,8.062257748,41.10960958,33.73425559,25,32.64965543
117,10.19803903,10,5.830951895,46.87216658,33.28663395,30.8058436,39.11521443
118,5.830951895,15.65247584,4.123105626,51,35.90264614,35.05709629,39.84971769
119,23.43074903,23.02172887,12.08304597,59.03388857,40.22437072,44.64302857,81.15417426
120,7.615773106,22.6715681,17.69180601,58.21511831,28.7923601,43.18564576,57.87054518
121,13.03840481,26.87005769,25.8069758,63.19810124,29.83286778,47.16990566,44.40720662
122,21.26029163,22.36067977,22.36067977,64.28063472,34.20526275,48.50773134,37.16180835
123,26.17250466,18.35755975,16.2788206,53.00943312,46.61544808,36,32.52691193
124,7.211102551,20.24845673,19.20937271,55.00909016,37.57658846,39,33.9705755
125,9.055385138,27.65863337,25.07987241,62.00806399,34.4818793,47.04253395,39.11521443
126,7.615773106,25,28.8444102,61.03277808,35.4682957,35.0142828,36.12478374
127,9.848857802,30,31.78049716,66.03029608,37.73592453,36.22154055,36.7151195
128,25.55386468,42.63801121,35.84689666,67.0298441,28.42534081,34.0147027,37.44329045
129,28.63564213,46.04345773,32.44996148,61.07372594,35.35533906,24,32.52691193
130,37.36308338,48.83646179,32.80243893,1000,34.6554469,18.02775638,31.82766093
131,39.11521443,51.4781507,30.47950131,5.385164807,32.80243893,8.246211251,33.83784863
132,35.35533906,61.40032573,31.144823,8.246211251,38.01315562,18.02775638,37.01351105
133,44.14748011,58.30951895,25.49509757,6.403124237,45.45327271,20.22374842,36.76955262
134,53.45091206,57.80138407,21.63330765,5.385164807,43.13930922,28.01785145,1000
135,48.76474136,75.16648189,28.60069929,13.92838828,46.66904756,38.05259518,40.31128874
136,48.01041554,78.39005039,31.38470965,17.20465053,43.829214,40.16217126,50.32891813
137,50.6359556,91.26335519,41.0487515,31.144823,26.07680962,56.46237685,47.50789408
138,52.03844733,5,35.35533906,28.28427125,49.24428901,55.02726597,77.38862966
139,44.40720662,4.472135955,33.83784863,29.73213749,49.64876635,63.89053138,64.03124237
140,47.51841748,7.211102551,32.20248438,28.31960452,49.64876635,62.93647591,65.19202405
141,37.94733192,5,40.60788101,40,39,76.53757247,70.17834424
142,32.24903099,10.04987562,37.20215048,37.44329045,38.62641583,76.65507159,68.02940541
143,34.17601498,18.02775638,51.623638,46.40043103,28.46049894,87.2811549,86.12200648
144,39.2173431,17.02938637,50.08991915,44.82186966,24.33105012,71.11258679,1000
145,48.37354649,14.86606875,36.67424164,38.47076812,29.54657341,68.26419266,30
146,45.39823785,20.02498439,34.05877273,1000,23.43074903,51.92301994,40.26164428
147,49.36598019,37.12142239,44.77722635,10.04987562,25.49509757,46.17358552,44.01136217
148,33.24154028,39.81205847,50.60632372,14.86606875,20.88061302,31.40063694,32
149,53.00943312,30.59411708,69.64194139,34,16.03121954,24.20743687,13
150,38.83297568,41.43669871,80.43009387,43.18564576,19.31320792,14.03566885,34.4818793
151,31.78049716,48.76474136,7.211102551,45.254834,26.2488095,17.02938637,39.62322551
152,22.02271555,47.67598976,5,43.27817002,15.65247584,13,39.20459157
153,28.16025568,55.54277631,3.605551275,51.4003891,24.69817807,20.61552813,48.60041152
154,26,55.36244214,4.472135955,49.73932046,15.8113883,18.86796226,47.88527958
155,36.67424164,47.51841748,8.602325267,56.85068161,24.69817807,27.65863337,55.6057551
156,39.44616585,43.28972164,7.280109889,52.40229003,22.8035085,26.2488095,57.20139858
157,41.30375286,45.17742799,13.34166406,1000,49.49747468,27.73084925,45.65084884
158,40.04996879,43.18564576,12.16552506,4.123105626,31.30495168,30.01666204,989.7979592
159,48.83646179,38.11823711,21.02379604,5.830951895,38.48376281,32.984845,7.810249676
160,49.09175083,42.01190308,19.23538406,5.099019514,55.1724569,34.53983208,5.099019514
161,47.51841748,51.19570294,18.38477631,6.403124237,61.84658438,31.78049716,9.433981132
162,48.16637832,48.16637832,19,4.472135955,50.93132631,31.95309062,3
163,47.92702787,62.64982043,17.88854382,8.544003745,49.04079934,32.64965543,5.099019514
164,60.74537019,71.30918594,29.06888371,15.65247584,53.82378656,39.11521443,13.41640786
165,63.15061362,80.5294977,29,13.03840481,64.20280368,40.02499219,12.04159458
166,55.00909016,12.52996409,24.69817807,11.18033989,77.66595136,31.144823,12.36931688
167,41.30375286,24.8394847,21.02379604,1000,79.20227269,21.9544984,21.02379604
168,50.24937811,9.219544457,21.02379604,12.80624847,84.21995013,28.0713377,1000
169,48.37354649,12.20655562,18.86796226,50.80354318,4.123105626,26.07680962,40.31128874
170,38.63935817,19.6977156,16.55294536,1000,14.56021978,18.38477631,14.14213562
171,45.17742799,15.23154621,25.8069758,9.433981132,10.29563014,27.73084925,42.43819035
172,47.04253395,22.09072203,30.88689042,14.4222051,17.02938637,32.80243893,46.75467891
173,51.03920062,26.07680962,33.61547263,18.60107524,18.02775638,35.60898763,51.0881591
174,61.03277808,32,42.54409477,21.40093456,24.51530134,39.8246155,54.4885309
175,50.44799302,29.41088234,36.68787266,18.02775638,24.18677324,34.6554469,36.22154055
176,53.85164807,34.53983208,38.60051813,17.2626765,25.49509757,32.64965543,37.48332963
177,47.09564736,30.3644529,38.89730068,16.76305461,24.08318916,33.9705755,17.08800749
178,58.52349955,36.138622,46.32493929,24.08318916,30.41381265,37.44329045,19.41648784
179,51.26402247,34.20526275,44.38468204,22.36067977,28.16025568,36.61966685,20.1246118
180,53.31041174,34.92849839,45.54119015,23.76972865,29.06888371,39.20459157,21.63330765
181,57.30619513,38.32753579,51.86520992,32.01562119,34,46.32493929,31.32091953
182,73.75635566,63.03173804,72.56721023,1000,57.42821606,74.09453421,54.74486277
183,62.64982043,67.00746227,73.4982993,1.414213562,57.31491952,81.34494453,57.07013229
184,38.94868419,48.10405388,53.00943312,25.61249695,42.72001873,22.36067977,41.97618372
185,52.32590181,49.04079934,53.00943312,22.20360331,39.29376541,24.0208243,35.17101079
186,55.54277631,53.14132102,53.00943312,19.41648784,41.77319715,26.30589288,36.40054945
187,58.13776741,57.5847202,55.22680509,16.64331698,45.17742799,29.83286778,36.40054945
188,58.6003413,57.72347876,59.68249325,11.66190379,44.40720662,32.28002478,55.54277631
189,53.26349594,69.89277502,69.11584478,22.09072203,55.78530272,27.58622845,68.62215386
190,55.80322571,66.48308055,67.0298441,1000,54.5710546,28.42534081,66.12866247
191,47.70744177,59.50630219,59.13543777,16.55294536,45.31004304,19.31320792,94.3716059
192,48.33218389,52.32590181,55.03635162,20.61552813,39.56008089,20.09975124,13.60147051
193,45.69463864,58.30951895,60,17.2626765,43.08131846,21.84032967,10.81665383
194,55.54277631,58.82176468,64.03124237,11.04536102,46.84015371,26,13.41640786
195,65.76473219,62.36184731,68.11754546,6,50.44799302,27.78488798,35.77708764
196,59.50630219,67.44627492,72.02777242,2.236067977,53.85164807,27.58622845,30.41381265
197,50.99019514,63.1585307,66.12110102,12.04159458,49.65883607,16.2788206,20.51828453
198,40.16217126,62.2655603,62.28964601,17.20465053,42.48529157,11.18033989,15
199,37.57658846,63.63175308,68.46897107,15.8113883,47.50789408,11.40175425,22.36067977
200,40.85339643,66.37017402,70.71067812,17.02938637,48.37354649,9.219544457,32.24903099
201,42.54409477,66.88796603,71.02112362,15.65247584,51.86520992,4.123105626,35.6931366
202,41.67733197,62.96824597,67.91170739,19.41648784,49.81967483,11.18033989,16.1245155
203,23.02172887,57.42821606,66.48308055,21.26029163,49.81967483,18.11077028,14.4222051
204,36.01388621,63.65532185,63.5295207,35,56.40035461,28.7923601,5
205,33.01514804,64.35060217,67.08203932,35.51056181,57.62811814,28.63564213,11.66190379
206,15,68.76772499,67.23094526,38.07886553,60.46486583,31.76476035,8.94427191
207,33.06055051,50.20956084,54.40588203,29.15475947,47.50789408,37.12142239,26.30589288
208,20,48.27007354,49.39635614,35.77708764,45.80392996,46.01086828,27.29468813
209,29.52964612,48.41487375,54.12947441,28.46049894,44.55333882,42.75511665,33.24154028
210,27.29468813,44.55333882,48.76474136,36.40054945,43.26661531,51.35172831,34.98571137
211,25.07987241,40.60788101,45.54119015,40.80441153,37.36308338,60.20797289,38.89730068
212,26.07680962,42.43819035,46.23851209,44.92215489,37.48332963,66.12110102,42.63801121
213,25.29822128,38.89730068,45.18849411,48.08326112,38.05259518,74.06078585,47.70744177
214,28.65309756,42.04759208,48.75448697,49.33558553,45.04442252,78.02563681,50.24937811
215,46.84015371,30.41381265,44.72135955,44.28317965,27.16615541,87.13208364,62.00806399
216,42.05948169,28.16025568,45.39823785,47.16990566,31,40.60788101,106.6677083
217,66.37017402,12.52996409,57.42821606,37.36308338,30.61045573,59.09314681,458.7570163
218,64.19501538,8.485281374,70.57619995,1000,47.5394573,68.94200461,29.61418579
219,78.39005039,6.32455532,84.29116205,2.236067977,66.48308055,75.6439026,53.07541804
220,93.43446901,12.36931688,5,5,77.12976079,84.17244205,48.50773134
221,11.04536102,26.30589288,5,19.6977156,70.34202158,100.4639239,43.0464865
222,24.18677324,29.12043956,14.4222051,24.08318916,85.44003745,1000,50.6359556
223,30.01666204,38.32753579,17.88854382,34.0147027,26.40075756,9.219544457,46.04345773
224,38.05259518,42,22.36067977,1000,24.20743687,17.88854382,43.56604182
225,34.20526275,42.29657197,14,9.486832981,24.20743687,21.26029163,40.01249805
226,55.36244214,50.6359556,27.20294102,12.04159458,46.86149806,48.33218389,50.03998401
227,56.8594759,48.05205511,20.59126028,1000,44.40720662,51.31276644,52.39274759
228,32.20248438,48.60041152,10.77032961,12.72792206,36.89173349,52,104.019229
229,25.01999201,81.83520025,17.08800749,22.84731932,19.6977156,51.4781507,55.03635162
230,23.2594067,10,29.73213749,29.27456234,17.80449381,58.21511831,107.4895344
231,29.27456234,3.16227766,29.52964612,1000,20.24845673,72.00694411,69.63476143
232,23.34523506,19.6977156,41.18252056,15.62049935,25,78.91767863,35.51056181
233,24.08318916,15.62049935,40,25.70992026,41.30375286,90.44888059,32.24903099
234,34.525353,14,39.66106403,43.18564576,58.82176468,1000,29.83286778
235,55.08175742,30.08321791,50.32891813,68.35934464,86.68333173,1000,7.810249676
236,62.16912417,40.11234224,56.36488268,1000,19.6468827,1000,40.52159918
237,51,34.23448554,49.04079934,1000,25.17935662,1000,30.14962686
238,54.70831747,37.33630941,45.35416188,1000,41.43669871,1000,32.20248438
239,73.75635566,54.81788029,34.4818793,1000,39.29376541,1000,30.41381265
240,105.1712889,74.6860094,28.86173938,1000,47.85394446,1000,49.09175083
241,30.88689042,78.16009212,1000,1000,65.76473219,1000,27.01851217
242,26.90724809,98.47842403,25.70992026,1000,65.73431372,1000,33.06055051
243,36.23534186,21.54065923,14.86606875,1000,80.5294977,1000,45.45327271
244,26.41968963,13.89244399,19.79898987,21.1896201,16.2788206,1000,566.1731184
245,97.41663102,128.2497563,18.68154169,1000,7.071067812,1000,1000
246,75.32595834,14.56021978,1000,1000,8.062257748,1000,36.138622
247,84,33.28663395,0,1000,16.4924225,1000,24
248,136.4184738,74.51845409,8,1000,7.211102551,1000,1000
249,7.810249676,72.06941099,8,4.472135955,8.602325267,1000,16
250,11.66190379,72.89718787,8,1000,12.04159458,8.94427191,28.0713377
251,26.40075756,1000,6,3,20.24845673,10.63014581,28.01785145
252,29.73213749,6.403124237,8.485281374,8.485281374,22.02271555,10.29563014,49.04079934
253,36.01388621,13.60147051,17.80449381,13.41640786,11.66190379,2,43.32435804
254,50.009999,12.04159458,14.86606875,14.03566885,6.08276253,3,43.32435804
255,45.88027899,5,14,4.472135955,11.40175425,13.03840481,66.03786792
256,54.40588203,8.062257748,15.23154621,9,11.18033989,10.19803903,36.67424164
257,41.10960958,20.22374842,32.24903099,17.72004515,16.76305461,23.85372088,26
258,19.23538406,21.47091055,31.32091953,17.11724277,23.08679276,30.46309242,19
259,12.36931688,27.20294102,35,19.72308292,40.31128874,40.80441153,33.13608305
260,16.1245155,31.2409987,38.41874542,23.85372088,46.69047012,46.17358552,30.01666204
261,10,35.51056181,47.42362281,1000,55.03635162,57.72347876,18.02775638
262,14.86606875,35.22782991,43.8634244,6.08276253,48.01041554,54.12023651,21.02379604
263,11.18033989,53.85164807,53.26349594,6.32455532,62.00806399,67.68308504,400.1249805
264,14.31782106,45.31004304,51.623638,1000,60.00833275,65,1000
265,23.85372088,40.22437072,39.81205847,1000,42.44997055,49.24428901,155.1934277
266,21.02379604,41.86884283,44.28317965,5.385164807,49.72926704,53.71219601,375.740602
267,47.80167361,35.35533906,41,1000,45.54119015,47.16990566,343.7048152
268,49.72926704,30.06659276,42.19004622,1000,38.47076812,41.10960958,1000
269,64.28841264,26.92582404,48.84669897,1000,23.85372088,38.01315562,38.32753579
270,58.05170109,32.64965543,38.27531842,12.20655562,34.92849839,43.01162634,28.01785145
271,47.29693436,46.75467891,37.64306045,1000,39.35733731,50.47771786,7.071067812
272,133.0150367,55.90169944,34.71310992,4.123105626,47.01063709,57.14017851,42.57933771
273,11.3137085,50,20.02498439,8.062257748,47.85394446,62.96824597,37.58989226
274,17.69180601,45.61797891,13.92838828,10.63014581,56.43580424,61.68468205,34.13209633
275,23.76972865,55.4616985,15.03329638,14.86606875,60.67124525,69.26037828,26.01922366
276,16.2788206,38.94868419,19.84943324,6.403124237,52.39274759,60.92618485,17.4642492
277,11.70469991,33.30165161,25.49509757,1000,43.56604182,49.04079934,11.40175425
278,5.830951895,32.55764119,31.90611227,7.615773106,43.41658669,49.1934955,20.51828453
279,8.602325267,33.12099032,42.48529157,1000,43.32435804,47.16990566,36.12478374
280,12.36931688,37.64306045,49.76946855,6.403124237,43.08131846,44.82186966,39.81205847
281,27.31300057,25.70992026,59.41380311,20.61552813,27.20294102,30.8058436,38.83297568
282,25.96150997,29.15475947,71.34423593,1000,14.2126704,27.01851217,101.9117265
283,28.01785145,34.92849839,78.08969202,8.602325267,20.61552813,32.24903099,8.246211251
284,26.17250466,34.36568055,75.32595834,1000,26.62705391,34.82814953,4.472135955
285,21.58703314,32.984845,73.00684899,5.830951895,26.40075756,37.01351105,3.605551275
286,21.21320344,33.54101966,79.00632886,1.414213562,22.82542442,37.53664876,1000
287,12.04159458,33.24154028,77.00649323,3.16227766,33.10589071,41.40048309,46.5188134
288,7.810249676,40.71854614,75.05997602,4,38.48376281,47.4341649,63.2455532
289,3.16227766,26.17250466,77.87810989,13.60147051,37.12142239,45.54119015,30.14962686
290,34.13209633,25.45584412,80.8084154,8.246211251,35.05709629,48.46648326,22.20360331
291,36.67424164,38.28837944,6,7.810249676,46.87216658,52,9.486832981
292,35.17101079,13.60147051,14.14213562,4.242640687,41.10960958,49.64876635,50.15974482
293,10.04987562,43.18564576,12.16552506,8.246211251,44.92215489,54.56189146,95.7183368
294,5.830951895,41.03656906,20.09975124,2.828427125,48.08326112,51.4781507,4.123105626
295,5.099019514,39.62322551,27.20294102,7.280109889,38.60051813,47.42362281,8.544003745
296,2.236067977,37.01351105,31.04834939,7.211102551,35.90264614,46.5188134,11.40175425
297,11.40175425,31.38470965,38.83297568,13.92838828,25,39.11521443,21.09502311
298,8.544003745,30,39.29376541,13,35.4682957,41.67733197,20.22374842
299,9.055385138,34.05877273,42.75511665,1000,35.34119409,41.67733197,1000
300,3.605551275,33.61547263,41.23105626,2.236067977,42.15447782,42.54409477,51.73973328
301,3.605551275,34.71310992,34.92849839,7.280109889,44.27188724,48.75448697,30.41381265
302,7.071067812,45.27692569,32.31098884,1000,48.38388161,53.31041174,269.7128102
303,5.099019514,35.60898763,36.05551275,12.16552506,41.62931659,48.75448697,235.8495283
304,5,29.06888371,41.23105626,20.61552813,41.76122604,44.59820624,264.5184304
305,5.099019514,26.90724809,43.08131846,17.4642492,37.64306045,45.54119015,222.2656069
306,5.099019514,35.38361203,38.62641583,18.43908891,40.26164428,47.4341649,257.2800031
307,5,31.144823,46.17358552,26.47640459,36.67424164,44.27188724,241.5056935
308,14.03566885,25.49509757,58.24087911,34.525353,28.86173938,36.76955262,224.4147945
309,22.20360331,25.49509757,67.46851117,41.19465985,21.9317122,32.24903099,212.6076198
310,24.0208243,25,71.38627319,42.19004622,24.59674775,31.76476035,354.6674499
311,17.02938637,22.56102835,73.75635566,45.17742799,19.31320792,31.76476035,2.236067977
312,14.31782106,19.92485885,75.70997292,45.04442252,20.24845673,34.88552709,186.810064
313,12.04159458,22.84731932,77.66595136,43.10452412,18.97366596,38.07886553,180.3136157
314,7.615773106,20.1246118,77.66595136,43.10452412,28.86173938,40.49691346,180.7124788
315,8.544003745,20.61552813,76.65507159,39.20459157,27.07397274,43.01162634,173.9540169
316,5.830951895,22.6715681,71.47027354,36.34556369,32.01562119,45.607017,4
317,7.810249676,20.61552813,68.35202996,36.34556369,32.01562119,45.35416188,171.1724277
318,10.81665383,30,66.48308055,36.34556369,26.30589288,45.12205669,1
319,16.64331698,20.51828453,76.55063684,45.39823785,23.08679276,41.97618372,35.11409973
320,11.04536102,24.41311123,79.12016178,43.56604182,22.36067977,43.73785546,34.4818793
321,12.52996409,31.76476035,80.32434251,41.77319715,23.08679276,45.70557953,35.17101079
322,19.02629759,27.29468813,8,47.67598976,18.24828759,41.59326869,165.9186548
323,19,22.82542442,14,1000,15.23154621,39.62322551,1000
324,34.71310992,22.02271555,13.60147051,1000,22.6715681,42.10700654,65.37583651
325,27.16615541,21.9544984,18.43908891,12.04159458,13.41640786,36.49657518,60.00833275
326,29.42787794,26,16.1245155,12.04159458,13.92838828,39.3192065,60.00833275
327,28.16025568,23.76972865,18.43908891,11.66190379,15.5241747,39.3192065,58
328,30.6757233,28.7923601,14.14213562,1000,21.1896201,40.44749683,110.3675677
329,24.69817807,32.64965543,18,3.605551275,13.34166406,35.6931366,97.08243919
330,33.54101966,9.219544457,49.25444142,31.40063694,10,6,116.8460526
